Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
6,43,2002,10,260000,1789,4,1,3850
17,428,2001,10,174300,1600,4,1,2200
70,147,2000,10,316000,1600,4,1,3800
51,122,1993,10,14000,1600,4,1,900
70,182,2014,6,165000,1598,0,1,8650
55,402,2003,4,221000,1998,4,0,3400
70,593,2006,5,248111,2000,0,0,6500
55,402,2007,11,205600,1498,0,1,3300
67,500,2018,3,112064,2500,2,0,21869
61,570,2012,10,191000,1800,4,0,9200
13,187,2010,9,187000,2000,0,1,5200
5,479,2015,9,75000,1997,4,0,19200
16,242,2014,3,94600,1500,0,1,8390
70,446,2007,11,237478,2000,0,1,2650
15,164,2009,6,222222,1600,0,1,6000
39,287,1999,9,222222,1800,4,1,3700
56,79,2000,4,30000,2000,3,1,2400
14,316,1998,6,247000,2400,3,1,3000
67,124,2011,4,124000,1333,4,1,6200
70,308,1993,4,73000,1600,3,1,1100
50,427,2010,11,129000,1400,4,1,5499
30,339,2019,10,12000,1400,2,0,9300
31,604,2017,3,25000,2000,4,0,11500
5,478,2013,3,125000,2000,0,0,8200
13,436,2014,6,89000,1800,4,0,5200
55,402,2006,11,400000,1500,0,1,2500
44,77,1994,10,300000,1800,4,1,950
51,616,1991,10,290000,2000,4,1,600
16,383,2008,6,250000,1500,0,1,2900
61,429,2012,11,180000,1400,4,1,7300
16,381,2006,10,285000,1400,3,1,2300
45,628,2005,10,235365,2200,0,0,7500
67,217,2004,10,135000,1400,4,1,2900
44,54,1990,10,428000,1600,4,1,1100
36,196,2010,11,89000,1600,4,0,3700
44,72,2009,10,85000,2000,4,0,5500
70,182,2013,11,168000,1600,0,1,4300
45,243,2007,10,120000,2200,0,0,6900
36,434,2012,10,142000,2000,3,0,7300
67,124,2009,4,123500,1400,4,1,3500
6,67,2005,10,156000,2500,4,1,6300
52,4,2006,4,129000,998,4,1,1800
6,67,1995,10,256000,2000,3,1,1350
67,466,2007,4,125000,1500,2,0,3300
67,217,2004,11,205848,1400,3,1,4800
36,504,2006,4,135000,1500,0,1,1333
70,308,2014,4,75000,1200,4,0,5800
30,174,2013,3,26000,2000,4,0,9300
23,409,2005,11,132500,2000,0,1,2250
30,174,2000,9,123000,2000,4,1,2400
55,314,2006,6,307643,1500,0,1,3850
51,122,2008,11,156300,1400,4,1,4200
5,95,2012,10,188000,2000,0,0,18900
52,82,1995,6,333000,1998,4,1,1950
16,381,2009,11,14000,1400,3,1,4200
70,147,2002,11,222222,1800,3,0,3700
70,190,2005,5,308620,2500,0,0,8500
69,353,2008,11,120000,1400,4,1,2300
5,94,2013,10,130000,2000,4,0,12500
51,122,2011,11,230000,1400,4,0,6500
55,206,2012,11,163000,1500,0,1,5400
45,387,2003,3,280000,2700,0,0,3500
5,80,1994,10,300000,2000,3,1,1200
45,243,2006,10,295000,2200,0,0,7800
23,291,2014,10,93000,2000,5,0,11700
6,67,2012,10,357000,2000,0,0,13990
45,243,1999,10,228250,2500,0,1,3499
67,124,2013,4,203000,1400,0,1,8000
60,335,2012,2,154000,1400,4,0,6990
67,217,2003,11,280000,1400,4,1,3000
45,628,2000,5,418000,2200,0,1,4000
51,616,2004,10,335000,1800,3,1,4000
70,599,1999,6,39500,2500,0,1,4450
9,267,2012,10,144000,1500,4,1,2300
70,308,2006,4,170000,1600,4,0,5200
23,258,2010,3,200000,2500,2,0,9800
67,125,2013,10,125000,2500,2,0,13800
55,402,2005,11,297090,1500,0,1,4200
67,329,2015,9,162000,2700,4,0,20000
55,402,2017,11,178000,1500,0,1,8200
23,258,2016,3,5400,1500,4,0,14700
67,124,2013,11,181000,1400,0,1,8990
16,380,2013,6,136000,1500,0,1,7250
70,182,2006,5,250000,1900,0,1,4000
31,528,2011,9,150000,2200,0,1,13666
16,381,2007,10,307000,1500,0,1,3500
50,484,2012,3,115000,1500,0,1,9999
70,599,2011,6,191000,2000,0,1,9990
70,588,2012,4,235000,2000,0,1,13200
45,243,2008,10,217000,1800,3,0,10900
6,43,2016,10,152811,1995,0,1,16000
5,94,2013,10,182000,2000,4,0,14000
67,217,2005,4,290000,1400,0,1,4499
55,402,2012,6,200000,1461,0,0,7600
45,172,2003,2,245000,1800,4,1,5500
51,122,2003,11,270000,1599,3,1,4000
51,122,2012,11,95000,1400,4,0,6700
40,334,2016,10,100000,2000,4,0,12999
67,128,2003,4,354000,1800,3,1,4800
14,316,2003,6,340000,2500,0,1,2000
67,128,2010,11,210000,2000,0,1,9800
16,380,2013,11,154000,1461,0,1,7000
69,24,2000,11,200000,1300,4,1,1150
67,500,2008,3,195000,2200,0,1,5800
23,275,2014,10,93000,1499,0,1,5900
70,308,2008,4,200000,1400,4,0,5490
45,151,2013,10,138000,1800,4,0,12000
45,293,2018,4,50000,1600,4,0,23000
45,243,2000,10,400000,2200,0,0,4600
57,85,2008,11,299000,2000,3,0,4500
61,271,2009,11,260000,1400,0,1,4500
51,432,1995,10,295000,2000,4,1,1100
6,43,2014,10,60000,2000,4,0,15450
70,599,2014,6,400000,2000,0,1,10500
50,485,2008,3,145000,2000,4,1,6800
30,203,2008,10,233000,1377,2,0,1550
61,429,2008,11,159000,1600,4,1,3700
70,308,1998,4,182352,1400,4,1,1150
6,67,2005,11,244000,2500,0,0,6555
52,71,2016,10,192500,1600,0,1,10900
55,208,2013,10,183200,1500,0,1,5700
44,77,1995,10,297340,1789,4,1,1700
45,243,2007,10,264000,1800,4,0,9200
67,186,2007,10,245000,2400,3,0,7500
67,129,2003,6,330000,2000,0,1,5300
51,219,2010,4,238670,1260,0,1,3600
70,308,2008,11,205000,1600,4,1,4300
55,314,2011,6,200000,1500,0,1,6000
70,446,2003,10,300000,1600,4,1,3250
15,652,2009,5,190000,1600,4,1,3499
70,456,2008,4,210000,1400,3,1,4550
51,211,2003,6,350000,1700,0,1,1700
51,211,2003,6,330000,1700,0,1,1700
61,271,2008,4,180000,1422,0,1,4300
23,291,2004,10,280000,1400,0,1,3500
23,156,2013,4,126050,2000,5,0,9200
55,402,2005,11,194000,1400,4,1,3500
44,54,2003,11,250000,1300,4,1,1500
70,308,2004,4,226000,1400,4,1,4000
55,355,2013,6,183780,1500,0,1,4990
70,308,1994,4,176000,1800,4,1,1600
50,109,2001,0,15000,1600,4,1,2499
16,526,2017,4,13000,1000,4,1,6550
67,132,2017,4,46000,1000,4,0,8500
45,243,2001,10,337000,2200,0,0,5800
50,484,2008,3,210000,2000,4,0,7800
70,456,1999,11,240000,1400,4,1,2100
69,27,1999,10,70000,1500,4,1,800
15,530,2001,10,150000,1100,4,1,600
65,379,2005,11,240000,1398,0,1,2300
51,122,2007,4,301000,1300,0,1,3000
50,484,2008,3,220000,1500,0,1,6700
61,429,2008,11,253000,1900,0,0,6600
45,243,1989,10,300000,2300,4,0,1600
55,352,2016,3,161000,1496,0,0,13000
45,134,2012,4,250000,1600,4,1,9900
6,67,2013,10,168000,2000,0,0,22999
70,446,2014,11,126000,1400,3,0,9350
5,96,2014,10,118000,2000,0,0,17750
5,95,2012,2,136700,1984,4,0,11800
64,601,2011,6,175000,1396,0,0,6500
31,251,2020,10,27700,1600,4,0,15700
6,67,1990,10,350000,1991,3,1,1100
67,124,2014,11,134000,1400,0,1,8800
37,375,2001,11,8852,1600,3,1,10000
37,375,2002,11,190000,1500,3,1,1400
6,43,2004,11,300000,1800,4,1,5150
5,479,2013,3,80200,2000,4,0,20800
55,369,2010,11,200000,1500,0,1,5000
61,429,2008,11,254000,1894,0,1,5700
70,308,2002,11,280000,1600,3,1,3600
35,311,2002,11,300000,2700,0,0,3800
44,392,1995,2,336000,2000,4,1,1850
30,342,2011,5,109000,1400,4,0,6400
51,432,1995,11,300000,1998,4,1,1600
67,125,2017,10,42000,2500,2,0,19000
16,381,2008,11,228000,1500,0,1,4200
67,622,2011,6,36000,1598,4,1,9500
70,446,2000,11,349049,1900,0,1,4300
22,590,2018,11,105800,1248,0,1,8300
51,616,1993,10,185578,1600,3,1,850
5,94,2013,10,185000,1984,4,0,12200
45,89,2008,4,151616,1500,4,0,5500
70,446,2007,10,238000,1998,4,0,6200
61,570,2011,10,36000,1400,4,1,12500
6,43,2008,6,27000,2000,0,1,4800
52,75,2003,10,360000,2200,0,0,3400
45,243,2004,11,200000,2200,0,0,6999
16,381,2016,10,57000,1000,4,0,6400
13,227,2009,10,143000,1600,3,0,5900
55,402,2005,11,315000,1600,4,1,1200
6,67,2000,10,285000,2000,3,1,3400
70,308,2008,11,192000,1400,4,0,4700
55,402,2005,11,123459,1500,0,1,1800
45,151,1996,10,123456,1800,4,1,1200
55,532,2005,11,123456,1500,0,1,1800
6,67,2000,10,123456,2500,0,1,2000
30,102,1995,10,123456,2000,3,1,1000
39,235,2004,9,240000,2500,0,0,6300
45,151,2014,10,113000,2200,0,1,17500
70,446,2012,11,150000,1390,4,0,8499
23,291,2004,4,200000,1400,4,1,2500
69,29,1994,10,222222,1499,4,1,8000
6,67,1993,10,123456,1800,3,1,1650
23,275,2005,4,232000,1400,0,0,3500
51,616,1996,10,320000,1600,4,1,2100
67,217,2005,4,280000,1400,0,0,5999
50,484,2015,3,186588,1500,0,1,12100
55,532,2007,6,26000,1461,0,1,3990
69,32,2001,11,25000,1500,3,1,800
31,325,2000,6,300000,2500,0,1,2000
67,218,2006,6,243222,2200,0,1,3400
51,122,2006,1,278000,1800,3,0,2500
55,402,2012,11,216000,1499,0,1,7500
67,124,2010,4,222000,1600,4,1,5999
67,607,2009,3,168365,1300,4,1,7200
5,108,2012,11,260000,1986,0,0,16599
67,128,2008,10,200000,2000,0,1,6200
67,500,2016,3,45000,2000,4,0,16950
55,532,2006,6,181000,1500,0,1,5200
44,180,2015,3,145700,2191,0,0,18900
55,402,2006,9,230000,1500,0,1,3250
6,67,2000,10,263000,2000,4,1,4100
45,243,2004,10,250000,2700,0,0,2350
31,528,2005,3,182000,2400,3,1,6300
31,251,2017,10,79000,1600,4,0,11000
55,402,2015,11,195000,1500,0,0,7500
64,337,2007,11,120000,1500,4,1,4300
67,218,2006,5,202000,2200,0,1,7200
5,96,2001,11,280000,2500,0,1,2100
45,243,2010,10,245000,2196,0,0,15500
45,628,1998,6,333614,2229,0,1,4800
44,54,1994,10,350000,1500,4,1,999
45,151,2001,10,331000,2000,3,1,2899
44,14,2009,4,218000,1500,4,1,4099
30,174,2016,9,110000,1600,0,0,17200
71,645,2012,3,290000,2400,0,0,15500
45,151,2002,11,325000,2148,0,0,5400
23,275,2014,4,90000,1000,4,1,6500
70,588,2007,3,215000,1400,4,1,7000
45,243,2006,10,330000,2187,0,0,9200
55,402,2004,11,303000,1461,0,1,3700
61,429,2013,10,176000,1200,4,1,8000
51,629,2004,5,240000,1900,0,1,5800
31,101,1995,10,18888,1300,4,1,13000
30,174,2001,3,130000,2000,4,1,4600
67,466,2008,4,250000,1500,2,0,6500
56,40,2003,4,210000,1400,4,1,1600
61,271,2002,11,217386,1400,4,1,3200
50,347,2011,3,145000,1500,0,1,7990
45,243,1994,11,300000,2000,3,1,2000
23,291,2005,4,188000,1400,4,0,3400
67,461,2001,11,300000,1995,0,1,4500
6,43,2007,10,173500,2000,0,1,7200
70,182,2016,5,60000,1200,4,1,12000
14,536,2001,10,227000,2700,4,0,4000
67,124,2011,4,230000,1400,0,1,6800
50,484,2015,9,93000,1200,4,0,11750
45,243,2001,10,312000,2200,0,1,6800
61,271,2011,11,167000,1200,0,1,4999
70,542,2001,6,395000,1782,4,1,3000
52,144,2012,1,152000,1300,0,0,3899
22,278,2014,1,150000,1300,0,1,5000
50,484,2009,9,240000,1500,0,1,6800
55,352,2016,3,65000,1500,0,0,12751
45,387,2000,9,280000,2700,0,0,7399
67,655,2012,4,192122,1400,0,1,6100
60,114,1991,6,30000,900,4,1,9000
70,446,1990,10,281000,1800,3,1,1750
50,484,2014,9,94000,2000,4,0,11650
5,94,2008,10,189500,1800,4,1,8300
70,593,2005,6,281000,2000,0,0,5500
61,657,2011,3,190000,1400,4,1,7200
40,334,2014,10,153200,2500,2,0,18990
55,352,2017,3,162000,1500,0,1,12350
6,638,2011,9,205000,2000,0,0,13400
39,287,2009,3,229000,2200,0,0,10800
70,446,2010,4,250000,1400,3,1,6900
50,464,2004,10,123000,1800,4,0,1800
19,671,2016,10,12000,1600,4,0,2500
6,43,2011,10,156000,2000,4,0,5900
16,242,2012,9,45000,1600,4,1,4700
56,79,2001,10,125600,2000,4,1,1500
45,628,2001,6,250000,2200,0,1,3950
71,645,2006,9,220000,2500,3,0,5700
67,500,2001,4,220000,2000,3,1,3250
67,186,2007,10,125000,2400,4,1,5200
51,211,2005,1,174000,1600,0,1,2200
31,101,2006,10,159000,1600,4,0,2700
5,96,2002,10,320000,1800,4,0,2800
51,122,2004,4,125000,1400,4,1,1450
51,122,2006,10,235000,1300,0,1,4400
30,102,2011,10,145000,2000,4,1,6200
31,604,2016,3,12000,2000,0,0,10500
55,361,2014,3,13000,1200,4,1,8200
70,446,2003,10,189000,1800,4,0,2300
45,151,2015,10,55000,2200,0,0,12500
67,466,2012,4,125000,1800,2,0,3200
52,61,2006,11,95000,1600,0,1,2150
55,314,2014,6,120000,1500,0,0,5250
67,132,2007,4,72000,1000,4,1,1700
70,592,2005,9,226000,2500,0,0,5900
67,186,2011,10,132000,2400,4,0,6200
44,181,2008,0,80000,2400,4,0,4700
71,644,2006,11,125000,2500,4,0,5200
45,89,2006,4,156000,1400,4,1,2700
40,256,2014,10,48000,2500,2,0,12200
9,267,2009,10,75000,1500,4,1,1100
48,438,2010,9,87000,2000,4,1,5900
36,561,2005,9,187000,2000,0,1,3700
67,655,2010,4,112000,1400,4,0,3150
51,122,2007,11,219000,1300,0,1,2000
67,550,2005,2,125000,2400,4,0,3700
30,203,2006,4,145000,1600,4,0,3700
70,446,1996,10,300000,1800,3,1,2350
44,41,2009,4,124000,1600,4,1,2700
55,402,2006,11,11111,1500,0,1,1800
51,432,2000,10,358264,2178,3,1,2100
61,271,2019,11,19000,1000,4,1,4500
6,43,1996,2,111111,1800,4,1,1100
70,620,1994,10,298413,2000,4,1,1200
55,314,2016,6,169000,1500,4,0,10000
5,94,1998,10,333333,1900,0,1,2400
52,50,2011,4,102000,1600,4,0,6200
31,552,2015,10,189826,1999,2,0,10650
70,456,2003,4,180000,1200,4,1,2700
23,291,2013,10,101000,2500,4,0,11250
67,500,2015,9,163000,2500,4,0,14000
4,111,2014,4,90000,2000,4,1,3700
70,593,2011,5,190000,1400,3,0,6300
23,258,2017,9,153742,1500,4,0,11100
30,102,2016,10,176000,2400,4,0,11650
67,186,2013,10,118125,2500,2,0,11300
51,616,1992,10,260300,2000,3,1,650
21,626,2009,10,184000,1500,3,1,2000
67,500,2001,3,238000,2000,3,0,4800
44,77,1990,4,330000,1998,4,1,1350
36,195,2010,10,175000,1400,3,1,5200
61,271,2008,11,199980,1422,0,1,4800
70,446,2005,11,220000,1800,4,1,4500
51,587,1995,2,300000,1400,4,1,2000
51,122,2008,11,314000,1900,0,1,4800
55,402,2010,11,200000,1500,0,1,5200
5,96,1997,10,350000,2500,0,1,700
23,280,2014,11,138000,1000,4,1,5999
70,456,2000,4,111111,1400,4,1,1350
23,258,2010,9,200000,2500,2,0,9900
55,402,2015,11,165000,1500,0,1,6700
50,405,2004,10,175320,1500,0,1,1700
51,122,2003,6,260013,1600,4,1,2300
31,528,2011,3,180651,2199,0,0,14855
13,227,2018,11,24000,1600,4,1,8500
67,217,2008,10,205000,1400,0,1,6200
51,122,2010,10,172000,1300,0,1,5100
16,381,2019,10,41000,1500,0,0,8990
50,427,2008,11,250000,1500,0,1,3800
6,43,2014,10,143000,2000,0,0,17500
15,652,2002,6,172300,1800,4,1,3000
6,67,2007,10,237000,2000,0,0,10000
23,275,2005,4,108000,1300,4,1,3500
16,381,2008,10,91800,1400,4,1,2500
55,577,2017,11,185000,1500,0,0,11800
16,242,2017,9,44000,1598,3,1,8600
61,429,2012,11,220000,1600,0,1,7500
22,444,2010,4,86000,1108,4,1,2999
70,308,2010,11,200000,1400,4,0,7300
5,94,2006,11,272000,1800,3,0,5300
5,94,2006,11,277000,1800,3,0,5300
44,181,2008,3,164000,2300,4,0,6600
32,477,2017,4,79500,1500,0,0,17000
48,300,1999,10,31000,2500,4,1,2500
61,429,2016,10,14000,1400,4,1,10600
16,382,2010,11,320000,1600,3,1,3000
70,542,2007,11,301500,2000,0,1,6500
23,259,2000,6,212684,1800,0,1,1050
60,591,1993,10,300000,1600,3,1,1100
69,34,2010,6,81000,1600,4,1,1550
16,242,2012,4,204000,1500,0,1,6500
52,18,2004,4,250000,1400,0,1,1500
6,43,2012,10,90000,2000,4,0,12500
70,343,2012,10,140000,1200,4,1,7500
36,561,2019,9,28000,1598,4,0,16200
70,308,2008,11,220000,1399,4,0,5400
51,661,2003,6,261000,2000,0,1,2000
51,219,1996,10,226685,1200,4,1,1000
51,122,1993,11,280000,1600,4,1,1350
45,243,2005,10,20000,2000,0,0,2000
15,167,2006,6,176000,2200,0,1,5500
61,273,1992,4,123000,1300,4,1,1250
44,41,2008,4,226843,1600,3,1,4800
47,214,2004,2,270000,1400,0,1,3800
31,670,2014,9,87000,2000,4,0,13450
16,242,2015,3,150000,1200,4,1,7800
31,664,2013,11,190000,1400,0,1,7500
23,275,2005,4,243000,1400,0,1,3500
69,35,2008,10,101000,1600,4,1,2000
31,528,2013,3,157000,2200,0,0,17500
5,94,2010,10,200000,2000,4,0,9000
31,101,2006,10,320000,1500,0,1,3500
23,259,1990,4,230000,1600,4,1,7000
45,151,1995,10,315000,2200,0,1,1800
48,210,2011,2,98000,1300,4,0,4750
5,96,1995,11,385000,2000,4,1,2400
22,68,2008,2,99000,1400,4,1,4300
52,4,2012,2,151000,1000,4,0,4300
67,128,2012,10,126000,1800,4,0,11700
55,402,2015,6,140000,1500,0,1,7900
15,143,2009,1,230000,1400,3,1,3400
55,352,2016,3,169000,1500,0,0,12199
70,308,2010,4,168500,1400,4,1,6200
70,308,2010,11,203500,1600,0,1,8200
67,186,2007,10,109600,2400,3,0,7600
70,446,1989,10,419009,1800,3,1,1500
55,532,2004,11,177500,1500,0,1,2850
60,335,2011,4,98000,1200,0,1,4650
55,532,2013,5,240000,1500,0,0,6200
70,308,2006,11,185000,2000,3,1,4449
51,118,2012,2,127700,1398,5,0,10899
51,616,1993,10,11111,1600,4,1,15500
67,124,2012,4,200000,1400,0,1,6300
50,484,2017,4,97000,1500,0,1,14000
3,10,2007,11,233000,1925,0,1,3000
15,530,1999,3,55668,1100,4,1,650
51,616,1989,10,323111,2000,4,1,10000
23,409,2006,11,240000,2000,0,1,4500
6,67,2001,10,325000,2500,4,0,6200
36,195,2007,11,259812,1596,0,1,4700
67,128,2014,11,133000,2000,0,1,9000
6,640,2014,3,195000,2000,0,0,21000
51,122,1994,11,200000,1800,4,1,1150
55,355,2000,6,100000,1900,0,1,2500
55,577,2016,10,150000,1500,0,0,13200
36,553,2018,9,103000,1995,0,0,20699
31,528,2018,9,122000,1995,0,0,23099
31,528,2015,9,150000,1995,0,0,16999
31,604,2018,3,78000,1995,0,0,19699
36,194,2018,6,111000,2199,0,0,21699
36,553,2015,9,172000,1995,0,0,16499
31,552,2015,10,102000,1999,2,0,12699
36,553,2012,9,164000,1995,0,0,17399
16,380,2012,11,129000,1500,0,1,5999
31,604,2015,3,142000,1685,0,0,13899
31,552,2015,10,202000,1999,3,0,10599
67,124,2014,11,267000,1799,2,0,10500
55,314,2012,11,191000,1500,0,0,6800
52,17,2018,3,84000,1199,4,0,12500
70,308,2013,4,97000,2000,0,0,14500
48,410,2013,9,87000,2500,0,0,7250
31,528,2011,3,15000,2200,0,1,13612
60,335,2013,11,157235,1199,0,1,5100
6,43,2003,10,111000,2000,0,1,3200
70,446,2009,10,156000,2000,4,1,3600
16,242,2011,9,87000,1500,0,1,4800
16,380,2013,11,125000,1600,4,1,4150
30,102,2005,10,156000,2400,4,0,3700
22,476,2014,4,45000,1400,4,1,2900
70,308,2002,11,223000,1900,0,1,2700
5,94,2006,10,189000,2000,4,0,4100
51,219,2001,4,170000,1200,3,0,2900
51,219,2001,4,165000,1200,3,0,3700
55,260,2006,6,123000,2200,0,1,2600
50,484,2012,3,85000,1600,4,1,5100
65,627,2016,9,45000,2000,4,1,7900
45,243,2006,10,230000,2200,0,0,5800
18,549,2006,4,111200,1300,4,1,2200
67,217,2006,4,125000,1600,4,1,3300
23,291,2004,4,123000,1400,0,1,2100
62,285,2006,4,135000,900,4,0,1350
61,271,2008,11,132000,1400,0,1,2600
67,217,2016,10,12000,1400,4,1,6200
47,220,2013,3,152000,2000,0,0,13000
5,92,2014,4,169000,1400,4,0,12600
44,72,2003,11,322000,1999,4,0,4500
70,446,2013,10,200000,1600,0,0,11900
64,349,1991,4,110567,1190,4,1,750
70,308,1993,4,260000,1390,3,1,1700
55,206,2007,2,170371,1394,4,1,1000
65,627,2017,9,70000,1600,4,0,14650
70,182,2011,11,143000,1200,4,1,6500
69,27,1991,10,7777,1500,4,1,700
55,605,2013,4,138000,1200,4,1,4300
69,35,2007,10,213624,1500,4,1,1250
61,271,2011,11,200630,1200,0,1,4400
70,446,2005,11,195000,1800,4,0,4700
50,464,2001,10,242000,2000,3,1,2650
70,588,2013,3,102000,1984,4,0,13300
36,561,2011,3,205500,2000,0,1,11700
30,174,2013,9,200000,2199,0,1,15000
67,124,2015,4,126330,1800,2,0,12500
70,446,2009,11,168000,1400,3,1,6200
13,354,2005,4,182000,1200,4,1,1999
48,300,1991,10,309956,1800,4,1,2000
50,485,2010,3,170000,1500,0,1,10200
23,258,2013,9,200000,1600,4,0,10900
69,36,2006,9,173555,1690,3,1,1950
16,380,2012,11,150000,1461,0,1,4500
31,304,2004,4,215000,1100,4,1,2490
16,381,2005,10,200000,1500,3,1,2100
51,661,2004,6,87000,1600,3,1,1000
45,243,2014,10,130000,2500,2,0,20200
31,528,2006,3,178659,2200,0,0,9500
51,122,1997,11,290000,1400,4,1,1300
45,243,2009,10,280000,2143,0,0,12000
55,206,1999,4,181450,1600,4,0,2800
55,207,2006,10,161000,1400,4,1,2000
16,381,2007,11,300000,1500,0,1,3600
70,308,2011,4,182000,1400,4,1,6000
52,48,2000,6,165767,1900,0,1,1200
70,542,2009,6,266758,1968,0,1,9600
51,219,2012,4,193000,1245,0,1,5200
67,186,2009,10,201000,2400,2,0,9000
70,446,2007,0,260000,2000,0,1,4400
70,182,2006,11,320000,1400,4,1,3700
61,429,2008,4,23769,1600,4,1,2700
36,434,2012,10,188000,2400,2,0,11500
51,616,1993,10,210000,1800,4,1,1500
16,380,2017,11,140000,1461,0,1,8000
70,308,2008,4,240000,1400,4,1,4900
6,0,2014,11,88112,1598,4,1,7400
45,13,1990,10,335000,2000,3,1,1000
67,372,2012,9,131000,2700,3,0,22500
67,128,2017,11,154000,1998,0,1,13499
50,484,2016,3,132000,1336,4,0,12999
23,280,2016,10,170000,1500,0,1,8650
23,258,2016,3,164000,2000,4,0,10900
60,335,2009,4,129000,1200,3,1,3800
6,43,2005,10,254430,2000,4,1,7300
15,165,2010,10,198000,1600,0,1,7000
50,464,2002,4,300000,1800,4,1,2100
67,500,2007,3,204000,2000,3,0,8700
45,151,1993,10,337500,1800,4,0,3000
23,280,2016,11,177000,1500,0,1,8400
23,409,2002,10,300000,2000,3,1,3650
7,139,2007,10,134000,2000,3,1,2800
51,661,2008,10,245000,1900,0,1,2500
70,308,2010,4,244000,1600,0,1,7500
67,466,2012,4,243239,1800,2,0,6999
51,219,1994,4,250000,1200,4,1,550
67,128,2007,11,315000,2000,0,1,7500
31,457,1993,4,206000,1500,4,1,800
23,546,1993,10,3000,2000,3,1,850
5,1,1989,10,320000,2000,3,1,850
61,429,2006,4,310888,1600,3,1,3100
13,630,2013,4,155000,1400,5,0,8400
55,402,2013,4,167000,1499,0,1,5100
60,591,2007,4,181000,1900,0,0,6499
60,335,2012,1,100000,1200,0,1,5200
23,415,2018,2,22411,2300,4,0,15900
71,519,2020,10,18000,2000,4,0,19900
61,570,2010,10,202000,1400,4,1,6300
67,466,2008,4,123500,1500,2,0,6500
41,76,2008,10,22282,1596,4,1,3300
57,85,2002,10,265000,2300,4,1,2800
70,343,1991,10,240000,1300,4,1,1300
45,541,1992,11,198000,2000,3,1,1700
65,627,2016,3,89000,1400,4,0,13500
15,348,2010,5,145000,2000,0,1,5300
6,67,2012,10,230000,2000,0,0,15500
71,643,2011,3,130000,1900,4,0,17500
55,532,2004,11,204000,1500,0,1,3000
70,599,1995,6,300000,2400,0,1,2400
70,147,2001,11,308000,1900,0,1,4300
70,182,2017,6,135000,2000,0,1,9799
50,449,2005,9,230000,2500,0,1,11999
70,412,2000,6,407000,2500,0,1,5000
27,331,2008,9,146000,2400,3,1,6000
70,446,2010,10,155555,1400,4,1,7499
67,622,2016,11,115000,1600,0,1,12499
31,604,2008,3,155000,2000,4,1,7500
55,313,2012,6,175000,1500,0,1,4699
55,260,1995,6,80000,2100,0,1,1000
70,446,2009,11,171000,1400,3,1,6000
16,382,2012,11,164000,1500,0,1,5150
67,466,2005,2,370288,1500,4,0,4900
55,577,2016,11,180000,1500,0,0,13200
23,301,1998,6,219000,2300,4,1,788
31,304,2004,4,195000,1000,4,1,2490
60,107,2005,6,223000,2000,3,1,4600
23,259,1992,1,2368,1800,0,1,600
16,382,2016,11,146000,1200,3,1,4200
70,308,1991,4,170000,1600,4,1,650
70,593,2009,6,164000,1400,4,1,5600
48,438,2006,3,332900,2378,4,0,5099
51,219,2011,4,113500,1400,4,1,4850
23,275,2005,4,227000,1400,4,1,2000
67,217,2006,11,180000,1400,0,0,5990
67,218,2007,3,166000,1600,4,1,6300
70,592,2005,9,222138,2461,0,0,7800
70,308,2005,6,230000,2000,4,0,5350
55,402,2017,11,102800,1500,0,1,11000
67,124,2013,11,189000,1800,4,0,10450
61,570,2016,4,185000,2000,0,0,17150
67,655,2016,4,149000,1500,2,0,9490
23,364,2018,3,134000,1500,0,0,14990
51,211,2005,1,220000,1600,3,1,3000
67,128,2012,10,178000,2200,0,0,12500
67,217,2005,11,276035,1400,0,1,5300
50,636,2015,3,171000,1600,0,0,15500
31,101,2019,10,80000,1396,4,0,10699
45,293,2015,3,142000,2143,0,0,20000
70,343,2007,10,245000,1394,4,1,4820
55,352,2016,3,185600,1500,0,0,12600
6,43,2014,10,104000,1996,4,0,13900
70,343,2019,10,9500,1400,4,0,14499
70,308,2006,11,185000,2000,3,1,4450
31,528,2016,3,100904,1995,0,0,16100
51,403,2005,11,210000,1400,3,1,3700
55,352,2016,3,184700,1500,0,0,12500
36,561,2016,3,154000,1995,0,0,14900
45,134,2006,10,265000,1993,0,1,4550
50,484,2017,9,158000,1500,0,1,13500
23,409,1993,11,23000,2000,4,1,950
71,645,2007,3,193600,2500,4,0,7799
67,466,2010,4,130282,1800,3,0,7099
5,96,2013,10,252890,2000,0,0,14299
61,429,2010,10,210210,1400,4,1,6099
67,217,2005,4,220422,1499,0,1,5299
16,526,2013,4,88000,1000,4,1,4599
45,134,2016,11,20580,1800,4,0,4850
45,151,1995,10,400000,1800,4,1,2600
45,243,2012,10,223500,1800,3,0,10800
23,275,2015,10,68000,1600,4,0,5800
6,43,2012,11,217000,2000,0,0,6100
48,556,2002,11,228000,1300,3,1,3200
5,94,2012,10,11444,2199,0,1,10000
51,122,1993,11,100650,1600,4,1,1200
5,96,1996,10,320000,2000,3,1,2600
50,485,2009,3,182000,1500,0,1,7900
50,484,2017,3,53345,1500,0,1,16999
16,242,2011,3,166000,1500,0,1,7200
52,48,1994,10,263485,1400,4,1,800
52,18,2007,4,113901,1100,4,1,2900
70,343,1991,10,250000,1600,4,1,1300
51,122,2011,11,145000,1300,0,1,6000
70,599,2002,6,350000,2500,0,1,4500
